month,row,doi,first_author,first_author_gender,last_author,last_author_gender,status
May,3,10.1002/alz.70358,M. Muaaz Aslam,Unknown,M. Ilyas Kamboh,Unknown,ok
May,4,10.1002/alz.70324,Concepción Barrio,Female,María P. Aranda,Female,ok
May,5,10.1002/alz.70360,Quintasha Beamon,Unknown,Jagan A. Pillai,Unknown,ok
May,6,10.1002/alz.70342,Alexander Maximilian Bernhardt,Male,Johannes Levin,Male,ok
May,7,10.1002/alz.70345,Dongsheng Bian,Androgynous,representing ADC,Unknown,ok
May,8,10.1002/alz.70367,Arabella Bouzigues,Female,the GENetic Frontotemporal dementia Initiative (GENFI),Female,ok
May,9,10.1002/alz.70377,Joseph Bradley,Male,Carlos Cruchaga,Male,ok
May,10,10.1002/alz.70437,Andrew G. Breithaupt,Male,Katherine L. Possin,Female,ok
May,11,10.1002/alz.70416,Jeffrey M. Burns,Male,Russell H. Swerdlow,Male,ok
May,12,10.1002/alz.70379,Maria Carrigan,Female,Rik Ossenkoppele,Male,ok
May,13,10.1002/alz.70326,Sokratis Charisis,Male,Mohamad Habes,Male,ok
May,14,10.1002/alz.70325,Hannah Cho,Female,Yeji Hwang,Unknown,ok
May,15,10.1002/alz.70334,Inessa Cohen,Female,Ula Hwang,Female,ok
May,16,10.1002/alz.70419,Federica Cordella,Female,Silvia Di Angelantonio,Female,ok
May,17,10.1002/alz.70469,Katheryn A. Q. Cousins,Female,and the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
May,18,10.1002/alz.70343,Constance Delaby,Female,Sylvain Lehmann,Male,ok
May,19,10.1002/alz.70397,Anisa Dhana,Female,Kumar B. Rajan,Male,ok
May,20,10.1002/alz.70398,Kang‐Hsien Fan,Unknown,M. Ilyas Kamboh,Unknown,ok
May,21,10.1002/alz.70387,Victoria L. Fleming,Female,Alzheimer's Biomarkers Consortium–Down Syndrome,Unknown,ok
May,22,10.1002/alz.70428,Evan Fletcher,Male,Zvinka Z. Zlatar,Unknown,ok
May,23,10.1002/alz.70424,Jessie Fanglu Fu,Female,the Alzheimer Biomarkers Consortium–Down Syndrome (ABC‐DS),Female,ok
May,24,10.1002/alz.70339,Maryam Gholampour,Female,Mohammad Haeri,Male,ok
May,25,10.1002/alz.70361,Grace J. Goodwin,Female,Samantha E. John,Female,ok
May,26,10.1002/alz.70436,Tadeja Gracner,Female,Darius Lakdawalla,Male,ok
May,27,10.1002/alz.70365,Renée C. Groechel,Female,Rebecca F. Gottesman,Female,ok
May,28,10.1002/alz.70352,Yuna Gu,Female,ADNI and K‐ROAD study groups,Unknown,ok
May,29,10.1002/alz.70327,Cellas A. Hayes,Unknown,Roland J. Thorpe,Male,ok
May,30,10.1002/alz.70372,Thomas J. Hoffmann,Male,Van Ta Park,Male,ok
May,31,10.1002/alz.70417,Jea Woo Kang,Androgynous,Barbara B. Bendlin,Female,ok
May,32,10.1002/alz.70335,Kaidi Kang,Female,Dandan Liu,Androgynous,ok
May,33,10.1002/alz.70401,Tomas Kavanagh,Male,Eleanor Drummond,Female,ok
May,34,10.1002/alz.70390,Riley E. Kemna,Male,Jill K. Morris,Female,ok
May,35,10.1002/alz.70371,Nusrat Khan,Male,Jorge J. Llibre‐Guerra,Male,ok
May,36,10.1002/alz.70319,Bjørn‐Eivind Kirsebom,Unknown,Kaj Blennow,Male,ok
May,37,10.1002/alz.70395,Amanda Labuza,Female,Stephen D. Ginsberg,Male,ok
May,38,10.1002/alz.70320,Courtney Lane‐Donovan,Female,Aimee W. Kao,Female,ok
May,39,10.1002/alz.70407,Elizabeth M. Leach,Female,Ahmed A. Bahrani,Male,ok
May,40,10.1002/alz.70380,Aurélie Ledreux,Female,Juan Fortea,Male,ok
May,41,10.1002/alz.70362,Matthew Leming,Male,Hyungsoon Im,Female,ok
May,42,10.1002/alz.70373,Kenan Li,Male,Ganesh M. Babulal,Male,ok
May,43,10.1002/alz.70386,Christos Panagiotis Lisgaras,Male,Ricardo S. Osorio,Male,ok
May,44,10.1002/alz.70438,Susanna Lopez,Female,and INSIGHT‐preAD study group,Unknown,ok
May,45,10.1002/alz.70376,Emma S. Luckett,Female,the AMYPAD Consortium,Female,ok
May,46,10.1002/alz.70421,Vincent Malotaux,Male,Yakeel T. Quiroz,Unknown,ok
May,47,10.1002/alz.70411,Alessandra Marengoni,Female,Davide Liborio Vetrano,Male,ok
May,48,10.1002/alz.70357,Andrew McVea,Male,ABC‐DS investigators,Unknown,ok
May,49,10.1002/alz.70344,Adam P. Mecca,Male,Christopher H. van Dyck,Male,ok
May,50,10.1002/alz.70364,Emma Nolan,Female,Kelsie M. Full,Female,ok
May,51,10.1002/alz.70396,Paula Perez‐Corredor,Female,Claudia Marino,Female,ok
May,52,10.1002/alz.70384,Jay J. Pillai,Male,Clifford R. Jack,Male,ok
May,53,10.1002/alz.70381,Sheelakumari Raghavan,Unknown,Prashanthi Vemuri,Unknown,ok
May,54,10.1002/alz.70418,Annalise Rahman‐Filipiak,Female,Lindsay R. Clark,Female,ok
May,55,10.1002/alz.70359,Siobhan T. Reilly,Female,Andrew J. E. Harding,Male,ok
May,56,10.1002/alz.70405,Elizabeth K. Rhodus,Female,Allison Gibson,Female,ok
May,57,10.1002/alz.70341,Miguel Rosa‐Grilo,Male,Nick C. Fox,Male,ok
May,58,10.1002/alz.70413,Mathijs T. Rosbergen,Male,Frank J. Wolters,Male,ok
May,59,10.1002/alz.70426,Marc D. Rudolph,Male,Michelle M. Mielke,Female,ok
May,60,10.1002/alz.70382,Fedal Saini,Unknown,André Strydom,Male,ok
May,61,10.1002/alz.70409,Anuradha Sehrawat,Female,Thomas K. Karikari,Male,ok
May,62,10.1002/alz.70374,Hiroaki Sekiya,Male,Dennis W. Dickson,Male,ok
May,63,10.1002/alz.70383,Kelsey R. Sewell,Female,The Dominantly Inherited Alzheimer Network (DIAN),Female,ok
May,64,10.1002/alz.70412,Claudio Singh Solorzano,Male,Cristina Festari,Female,ok
May,65,10.1002/alz.70368,Valeriia Sitnikova,Unknown,Tarja M. Malm,Female,ok
May,66,10.1002/alz.70353,Laura Stankeviciute,Female,for the ALFA Study,Unknown,ok
May,67,10.1002/alz.70322,Max A. Thorwald,Male,Caleb E. Finch,Male,ok
May,68,10.1002/alz.70355,Casey R. Vanderlip,Androgynous,Craig E. L. Stark,Male,ok
May,69,10.1002/alz.70328,Ping Wang,Androgynous,Jonathan L. Haines,Male,ok
May,70,10.1002/alz.70378,Jie Wang,Androgynous,the Shanghai Memory Study (SMS),Female,ok
May,71,10.1002/alz.70399,Ruizhi Wang,Androgynous,Debomoy K. Lahiri,Unknown,ok
May,72,10.1002/alz.70333,Jie Wang,Androgynous,Fang Xie,Androgynous,ok
May,73,10.1002/alz.70427,Ryohei Watanabe,Male,Edward B. Lee,Male,ok
May,74,10.1002/alz.70351,Rachel A. Whitmer,Female,for the U.S. POINTER Study Group,Unknown,ok
May,75,10.1002/alz.70406,Cong Yang,Male,Zhigang Liu,Androgynous,ok
May,76,10.1002/alz.70323,Jarmin Yeh,Unknown,Suzanna Martinez,Female,ok
May,77,10.1002/alz.70425,Jenny Jia Yu,Female,Rosie Watson,Female,ok
May,78,10.1002/alz.70332,Miao Zhang,Androgynous,Yao Li,Androgynous,ok
May,79,10.1002/alz.70331,Xiaoduo Zhao,Unknown,Jing Zhang,Androgynous,ok
May,80,10.1002/alz.70369,Naizhen Zheng,Unknown,Yun‐wu Zhang,Unknown,ok
May,81,10.1002/alz.70402,Aline R. Zimmer,Female,Edith Hamel,Female,ok
June,2,10.1002/alz.70560,Hilal Salim Said Al Shamsi,Female,for the AIBL Research Group,Unknown,ok
June,3,10.1002/alz.70442,Shakiru A. Alaka,Unknown,Siu Kwan Sze,Unknown,ok
June,4,10.1002/alz.70496,Guilherme Moraes Balbim,Male,Teresa Liu‐Ambrose,Female,ok
June,5,10.1002/alz.70486,Alexandra M. Barnett,Female,Leon G. Coleman,Male,ok
June,6,10.1002/alz.70482,Hannah Baumeister,Female,for the DELCODE study group,Unknown,ok
June,7,10.1002/alz.70507,Timothy John Baumgartner,Male,Fernanda Laezza,Female,ok
June,8,10.1002/alz.70444,Deepak Kumar Behera,Male,Snehasish Tripathy,Unknown,ok
June,9,10.1002/alz.70500,Luciana Bertholim‐Nasciben,Female,Jeffery M. Vance,Male,ok
June,10,10.1002/alz.70489,Elizabeth E. Blue,Female,Ellen M. Wijsman,Female,ok
June,11,10.1002/alz.70516,Emily Margaret Louise Bowman,Female,Emma L. Cunningham,Female,ok
June,12,10.1002/alz.70510,Dennis Rogers Buwembo,Male,Mark Kaddu Mukasa,Male,ok
June,13,10.1002/alz.70454,Noelia Calvo,Female,Gillian Einstein,Female,ok
June,14,10.1002/alz.70429,Shreya Chakraborty,Female,Bratati Kahali,Unknown,ok
June,15,10.1002/alz.70461,Ping Che,Androgynous,Nan Zhang,Female,ok
June,16,10.1002/alz.70561,Min Chu,Androgynous,Liyong Wu,Androgynous,ok
June,17,10.1002/alz.70458,Nikoleta Daskoulidou,Female,Bryan Paul Morgan,Male,ok
June,18,10.1002/alz.70456,Flavie E. Detcheverry,Female,Sridar Narayanan,Unknown,ok
June,19,10.1002/alz.70487,Tesfahun C. Eshetie,Unknown,Maria C. Inacio,Female,ok
June,20,10.1002/alz.70529,Temitope Farombi,Unknown,Rufus Akinyemi,Male,ok
June,21,10.1002/alz.70502,Marta Fernández‐Matarrubia,Female,Eloy Rodríguez‐Rodríguez,Male,ok
June,22,10.1002/alz.70430,Debra A. Fleischman,Female,Lisa L. Barnes,Female,ok
June,23,10.1002/alz.70451,Esther M. Friedman,Female,Vicki A. Freedman,Female,ok
June,24,10.1002/alz.70722,Kelsie M. Full,Female,Angela L. Jefferson,Female,ok
June,25,10.1002/alz.70519,Huanyao Gao,Unknown,Eugenia Trushina,Female,ok
June,26,10.1002/alz.70485,Indira Garcia‐Cordero,Female,Maria Carmela Tartaglia,Female,ok
June,27,10.1002/alz.70483,Klara Gawor,Female,Sandra O. Tomé,Female,ok
June,28,10.1002/alz.70463,Alexandra Gogola,Female,Ann D Cohen,Female,ok
June,29,10.1002/alz.70441,Joshua D. Grill,Male,Rema Raman,Female,ok
June,30,10.1002/alz.70491,Ivelina Gueorguieva,Female,John R. Sims,Male,ok
June,31,10.1002/alz.70513,Muqi Guo,Unknown,Lisa F. Berkman,Female,ok
June,32,10.1002/alz.70452,Amit Kumar Gupta,Male,Feixiong Cheng,Unknown,ok
June,33,10.1002/alz.70498,Calvin W. Howard,Male,Michael D. Fox,Male,ok
June,34,10.1002/alz.70579,Yen‐Ning Huang,Unknown,Kwangsik Nho,Male,ok
June,35,10.1002/alz.70528,Anke Hüls,Female,Donghai Liang,Androgynous,ok
June,36,10.1002/alz.70446,Mina Idris,Female,André Strydom,Male,ok
June,37,10.1002/alz.70530,Jean Ikanga,Male,Alden L. Gross,Male,ok
June,38,10.1002/alz.70443,Na‐Yeon Jung,Unknown,and the Longitudinal Study of Early Onset Dementia and Family Members (LEAF) Investigators,Unknown,ok
June,39,10.1002/alz.70591,Kristian Juul‐Madsen,Male,Thomas E. Willnow,Male,ok
June,40,10.1002/alz.70521,Tereza Kacerova,Female,Fay Probert,Female,ok
June,41,10.1002/alz.70468,David S. Knopman,Male,and the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
June,42,10.1002/alz.70505,Lindsey A. Kuchenbecker,Female,Minerva M. Carrasquillo,Female,ok
June,43,10.1002/alz.70679,Patrick Lao,Male,Adam M. Brickman,Male,ok
June,44,10.1002/alz.70492,Amanda N. Leggett,Female,Noelle E. Carlozzi,Female,ok
June,45,10.1002/alz.70453,Yi‐Chia Liaw,Unknown,Yung‐Po Liaw,Unknown,ok
June,46,10.1002/alz.70564,Ruei‐Lung Lin,Unknown,Olivier Thibault,Male,ok
June,47,10.1002/alz.70488,Houjun Liu,Unknown,Xin Liu,Androgynous,ok
June,48,10.1002/alz.70520,Brian J. Lopresti,Male,Victor L. Villemagne,Male,ok
June,49,10.1002/alz.70480,Elizabeth Ludwig‐Borycz,Female,Cindy W. Leung,Female,ok
June,50,10.1002/alz.70440,Etuini Ma'u,Unknown,Sarah Cullum,Female,ok
June,51,10.1002/alz.70449,Dimitri B. A. Mantovani,Male,Daniele de Paula Faria,Female,ok
June,52,10.1002/alz.70506,Jissa Martin,Unknown,David Denston Ward,Male,ok
June,53,10.1002/alz.70562,Laia Montoliu‐Gaya,Female,Pascual Sánchez‐Juan,Male,ok
June,54,10.1002/alz.70508,Dan Mungas,Male,Elizabeth Rose Mayeda,Female,ok
June,55,10.1002/alz.70522,Yu Nakamura,Androgynous,Kaneyoshi Takahashi,Unknown,ok
June,56,10.1002/alz.70474,Sylvia E. Perez,Female,Elliott J. Mufson,Male,ok
June,57,10.1002/alz.70501,Alaina M. Reagan,Female,Gareth R. Howell,Male,ok
June,58,10.1002/alz.70457,Jackson A. Roberts,Male,Jose Gutierrez,Male,ok
June,59,10.1002/alz.70523,Deborah K. Rose,Female,James R. Bateman,Male,ok
June,60,10.1002/alz.70450,S. Ahmad Sajjadi,Unknown,Annlia Paganini‐Hill,Unknown,ok
June,61,10.1002/alz.70503,Chor‐Wing Sing,Unknown,Ching‐Lung Cheung,Unknown,ok
June,62,10.1002/alz.70495,Hanneke J. A. Smaling,Female,Jenny T. van der Steen,Female,ok
June,63,10.1002/alz.70448,Lorena Sordo,Female,Elizabeth Head,Female,ok
June,64,10.1002/alz.70509,Simrika Thapa,Unknown,Maria Carmela Tartaglia,Female,ok
June,65,10.1002/alz.70432,Sarah Tomaszewski Farias,Female,for the U.S. POINTER Study Group,Unknown,ok
June,66,10.1002/alz.70494,Jean‐Francois Trani,Unknown,Ganesh M. Babulal,Male,ok
June,67,10.1002/alz.70481,Poonam Trivedi,Female,Caitlin S. Latimer,Female,ok
June,68,10.1002/alz.70447,Lídia Vaqué‐Alcázar,Female,Juan Fortea,Male,ok
June,69,10.1002/alz.70490,Deepak K. Vijaya Kumar,Male,Rudolph E. Tanzi,Male,ok
June,70,10.1002/alz.70455,Monica E. Walters,Female,Laura B. Zahodne,Female,ok
June,71,10.1002/alz.70465,Qiang Wang,Androgynous,Huarong Zhou,Androgynous,ok
June,72,10.1002/alz.70563,Jun Wang,Male,Jin‐Tai Yu,Unknown,ok
June,73,10.1002/alz.70518,Jordan Watson,Male,Brittany Butts,Female,ok
June,74,10.1002/alz.70445,Nicole R. West,Female,Anita Bhattacharyya,Female,ok
June,75,10.1002/alz.70592,Printha Wijesinghe,Unknown,Joanne A. Matsubara,Female,ok
June,76,10.1002/alz.70504,Charles C. Windon,Male,Gil D. Rabinovici,Male,ok
June,77,10.1002/alz.70512,Asger Wretlind,Male,Cristina Legido‐Quigley,Female,ok
June,78,10.1002/alz.70460,Chao‐Yi Wu,Unknown,Hiroko H. Dodge,Female,ok
June,79,10.1002/alz.70439,Jing Wu,Androgynous,Qingfeng Du,Androgynous,ok
June,80,10.1002/alz.70511,Anika Wuestefeld,Female,and for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
June,81,10.1002/alz.70493,Season K. Wyatt‐Johnson,Unknown,Randy R. Brutkiewicz,Male,ok
June,82,10.1002/alz.70464,Kaiyuan Zheng,Androgynous,Kam W. Leong,Male,ok
July,2,10.1002/alz.70583,Bilcag Akgun,Unknown,Margaret A. Pericak‐Vance,Female,ok
July,3,10.1002/alz.70575,Francisco C. Almeida,Male,Timothy E. Richardson,Male,ok
July,4,10.1002/alz.70631,Yohannes A. Ambaw,Unknown,Robert V. Farese,Male,ok
July,5,10.1002/alz.70531,Bianca Brijnath,Female,Santosh Loganathan,Female,ok
July,6,10.1002/alz.70569,Ester Cerin,Female,Perminder S. Sachdev,Unknown,ok
July,7,10.1002/alz.70659,Chang‐Le Chen,Unknown,Mayo Clinic Study of Aging,Female,ok
July,8,10.1002/alz.70553,Zhenyu Cheng,Androgynous,Lingfei Guo,Androgynous,ok
July,9,10.1002/alz.70622,Brenna A. Cholerton,Female,Edward D. Huey,Male,ok
July,10,10.1002/alz.70543,Chenyin Chu,Unknown,Yijun Pan,Androgynous,ok
July,11,10.1002/alz.70660,Min Young Chun,Androgynous,Hee Jin Kim,Female,ok
July,12,10.1002/alz.70597,Jacob Alexander Cleary,Male,Gagan Deep,Unknown,ok
July,13,10.1002/alz.70625,Petrice M. Cogswell,Unknown,Clifford R. Jack,Male,ok
July,14,10.1002/alz.70580,Emma P. Danhash,Female,Celeste M. Karch,Female,ok
July,15,10.1002/alz.70632,Lauren Edwards,Female,Katherine J. Bangen,Female,ok
July,16,10.1002/alz.70609,Olivia M. Emanuel,Female,Rebecca F. Gottesman,Female,ok
July,17,10.1002/alz.70704,Jennifer M. Erichsen,Female,Suzanne Craft,Female,ok
July,18,10.1002/alz.70595,Sarah Floud,Female,Gillian K. Reeves,Female,ok
July,19,10.1002/alz.70581,Maria Franquesa‐Mullerat,Female,Alexandre Bejanin,Male,ok
July,20,10.1002/alz.70565,Scott R. French,Male,Craig C. Weinkauf,Male,ok
July,21,10.1002/alz.70804,Veerle van Gils,Female,Stephanie J. B. Vos,Female,ok
July,22,10.1002/alz.70540,Yihao Guo,Unknown,Liangdong Zhou,Unknown,ok
July,23,10.1002/alz.70584,Muqi Guo,Unknown,Darina T. Bassil,Female,ok
July,24,10.1002/alz.70570,Celine Haddad,Unknown,Shady Rahayel,Male,ok
July,25,10.1002/alz.70551,Margo B. Heston,Female,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
July,26,10.1002/alz.70590,Tsung‐Cheng Hsieh,Unknown,Chen‐Pei Ho,Unknown,ok
July,27,10.1002/alz.70681,Moonil Kang,Unknown,Lindsay A. Farrer,Female,ok
July,28,10.1002/alz.70594,Sujin Kang,Female,Lefkos T. Middleton,Unknown,ok
July,29,10.1002/alz.70619,Therese H. Kim,Female,David L. Sultzer,Male,ok
July,30,10.1002/alz.70616,Ave Kivisild,Female,Eino Solje,Male,ok
July,31,10.1002/alz.70568,Anna Lavrova,Female,Keith A Josephs,Male,ok
July,32,10.1002/alz.70572,Lisette Gwendolyn LeMerise,Female,for the ABC‐DS Investigators,Unknown,ok
July,33,10.1002/alz.70626,Shannon Y. Lee,Female,Breton M. Asken,Unknown,ok
July,34,10.1002/alz.70588,Riccardo Leone,Male,Giuseppe Barisano,Male,ok
July,35,10.1002/alz.70629,Mark W. Logue,Male,Lindsay A. Farrer,Female,ok
July,36,10.1002/alz.70596,Emily F. Maly,Female,James B. Leverenz,Male,ok
July,37,10.1002/alz.70550,Michela Marcatti,Female,Giulio Taglialatela,Male,ok
July,38,10.1002/alz.70598,Han Kyu Na,Androgynous,Chul Hyoung Lyoo,Male,ok
July,39,10.1002/alz.70621,Nerissa Nance,Unknown,Romain Neugebauer,Male,ok
July,40,10.1002/alz.70554,Amani M. Norling,Female,Kirk I. Erickson,Male,ok
July,41,10.1002/alz.70582,Anna Novoseltseva,Female,Irving J. Bigio,Male,ok
July,42,10.1002/alz.70537,Mieke Nuytten,Female,Gerard Griffioen,Male,ok
July,43,10.1002/alz.70781,Dominique Paauw,Androgynous,Kay Deckers,Male,ok
July,44,10.1002/alz.70623,Tony X. Phan,Male,R. Ryan Darby,Unknown,ok
July,45,10.1002/alz.70604,Olivier Piguet,Male,Rebekah M. Ahmed,Female,ok
July,46,10.1002/alz.70587,Shriya Pokala,Unknown,Monica M. Diaz,Female,ok
July,47,10.1002/alz.70593,Aura M. Ramirez,Female,Jeffery M. Vance,Male,ok
July,48,10.1002/alz.70539,Yueqi Ren,Androgynous,Craig E. L. Stark,Male,ok
July,49,10.1002/alz.70541,Ursula G. Saelzler,Female,Matthew S. Panizzon,Male,ok
July,50,10.1002/alz.70637,Alexandra Santos,Female,Tiago Gil Oliveira,Male,ok
July,51,10.1002/alz.70613,Sara Savola,Female,Liisa Myllykangas,Female,ok
July,52,10.1002/alz.70571,Salimah Z. Shariff,Unknown,Richard G. Booth,Male,ok
July,53,10.1002/alz.70547,Yixiao Song,Unknown,Iva Miljkovic,Female,ok
July,54,10.1002/alz.70690,Alan B. Stevens,Male,Marcia G. Ory,Female,ok
July,55,10.1002/alz.70573,Rachel L. Studer,Female,Sterling C. Johnson,Male,ok
July,56,10.1002/alz.70605,Chao Tang,Androgynous,Dian He,Female,ok
July,57,10.1002/alz.70589,Xinran Tian,Androgynous,Kenneth S. Kosik,Male,ok
July,58,10.1002/alz.70538,Priscilla Tjokrowijoto,Female,Samantha M Loi,Female,ok
July,59,10.1002/alz.70574,Christina Tremblay,Female,Shady Rahayel,Male,ok
July,60,10.1002/alz.70624,Lydia Trudel,Female,Pedro Rosa‐Neto,Male,ok
July,61,10.1002/alz.70586,Jackie Shuk Man Tsui,Androgynous,Nancy Y. Ip,Female,ok
July,62,10.1002/alz.70544,Yuto Uchida,Unknown,Kenichi Oishi,Male,ok
July,63,10.1002/alz.70611,Alexa E. Walter,Female,Andrea L. C. Schneider,Female,ok
July,64,10.1002/alz.70628,Zhan Wang,Male,Meredith N. Zozus,Female,ok
July,65,10.1002/alz.70548,Xiwu Wang,Unknown,Jie Zhang,Androgynous,ok
July,66,10.1002/alz.70633,Bin Wang,Androgynous,Li Shao,Androgynous,ok
July,67,10.1002/alz.70603,Li Yang,Androgynous,Stephen T. C. Wong,Male,ok
July,68,10.1002/alz.70645,Alex J. T. Yang,Male,Rebecca E. K. MacPherson,Female,ok
July,69,10.1002/alz.70545,Luopeiwen Yi,Unknown,Tananun Songdechakraiwut,Unknown,ok
August,2,10.1002/alz.70669,Rufus O. Akinyemi,Male,Brian Lawlor,Male,ok
August,3,10.1002/alz.70708,Dustin Loren V. Almanza,Male,Bojana Stefanovic,Female,ok
August,4,10.1002/alz.70692,Filippos Anagnostakis,Male,Christos Davatzikos,Male,ok
August,5,10.1002/alz.70742,Claire André,Female,the Sleep and Circadian Rhythms Professional Interest Area of the International Society to Advance Alzheimer's Research and Treatment (ISTAART),Female,ok
August,6,10.1002/alz.70721,Carlos E. E. Araujo‐Menendez,Male,Ariana M. Stickel,Female,ok
August,7,10.1002/alz.70656,Alexandra S. Atkins,Female,Alette M. Wessels,Female,ok
August,8,10.1002/alz.70676,Alina Bauer,Female,Tobias Bittner,Male,ok
August,9,10.1002/alz.70644,Matteo Bellitti,Male,Vijaya B. Kolachalama,Female,ok
August,10,10.1002/alz.70741,Liset de Boer,Female,the GENFI Consortium,Female,ok
August,11,10.1002/alz.70651,Corey J. Bolton,Male,Angela L. Jefferson,Female,ok
August,12,10.1002/alz.70671,Gregory Brown,Male,Nilton Custodio,Unknown,ok
August,13,10.1002/alz.70733,Michelle R. Caunca,Female,Kristine Yaffe,Female,ok
August,14,10.1002/alz.70657,Kwun C. G. Chan,Unknown,Walter A. Kukull,Male,ok
August,15,10.1002/alz.70710,Yiwen Chen,Androgynous,Changhu Liang,Unknown,ok
August,16,10.1002/alz.70694,Seo‐Eun Choi,Unknown,Paul K. Crane,Male,ok
August,17,10.1002/alz.70640,Clara Ciampi,Female,Cristina Lanni,Female,ok
August,18,10.1002/alz.70697,Karly A. Cody,Female,Elizabeth C. Mormino,Female,ok
August,19,10.1002/alz.70702,Viswanath Devanarayan,Unknown,Shobha Dhadda,Female,ok
August,20,10.1002/alz.70707,James D. Doecke,Male,John Winslow,Male,ok
August,21,10.1002/alz.70627,Daniel A. Dorfsman,Male,William K. Scott,Male,ok
August,22,10.1002/alz.70726,Natalie C. Edwards,Female,Adam M. Brickman,Male,ok
August,23,10.1002/alz.70677,Emily Eijansantos,Female,Zachary A. Miller,Male,ok
August,24,10.1002/alz.70688,Sheina Emrani,Unknown,Timothy M. Hughes,Male,ok
August,25,10.1002/alz.70717,Dhamidhu Eratne,Unknown,And The MiND Study Group,Unknown,ok
August,26,10.1002/alz.70705,Jeanne Gallée,Female,Paul K. Crane,Male,ok
August,27,10.1002/alz.70730,Tong‐Yao Gao,Unknown,Wei‐Ping Zhang,Unknown,ok
August,28,10.1002/alz.70720,Leslie S. Gaynor,Female,Dan M. Mungas,Male,ok
August,29,10.1002/alz.70693,Lucy L. Gibson,Female,Claudia K. Suemoto,Female,ok
August,30,10.1002/alz.70760,Dana Godrich,Female,the Alzheimer's Disease Genetics Consortium (ADGC),Female,ok
August,31,10.1002/alz.70729,Rory A. Greer,Male,Yuhua Song,Androgynous,ok
August,32,10.1002/alz.70731,Shannon Halloway,Female,Klodian Dhana,Male,ok
August,33,10.1002/alz.70635,Deling He,Androgynous,Kimberly Mueller,Female,ok
August,34,10.1002/alz.70699,Hui Hong,Androgynous,Hugh S. Markus,Male,ok
August,35,10.1002/alz.70735,Jean Ikanga,Male,Alvaro Alonso,Male,ok
August,36,10.1002/alz.70642,Voyko Kavcic,Unknown,Bruno Giordani,Male,ok
August,37,10.1002/alz.70723,Michael J. Kleiman,Male,James E. Galvin,Male,ok
August,38,10.1002/alz.70745,William Robert Kwapong,Male,Zhen Wang,Androgynous,ok
August,39,10.1002/alz.70696,Julie Latomme,Female,Greet Cardon,Female,ok
August,40,10.1002/alz.70665,Hieu T. Le,Male,Edwin C. K. Tan,Male,ok
August,41,10.1002/alz.70675,Sungjoo Lee,Unknown,"the ADNI, A4, and K‐ROAD studies",Female,ok
August,42,10.1002/alz.70649,Nancy Raitano Lee,Female,Gregory L. Wallace,Male,ok
August,43,10.1002/alz.70680,Shuai Liu,Androgynous,Yong Ji,Male,ok
August,44,10.1002/alz.70712,Weiquan Luo,Androgynous,Alzheimer's Biomarkers Consortium–Down Syndrome (ABC‐DS) Investigators,Unknown,ok
August,45,10.1002/alz.70740,Teodora Z. Markova,Female,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
August,46,10.1002/alz.70689,Eric M. McDade,Male,The DIAN‐TU Study Team and DIAN Obs Team,Female,ok
August,47,10.1002/alz.70650,Archana J. McEligot,Female,Theresa Quynh Do,Female,ok
August,48,10.1002/alz.70668,Zachary A. Miller,Male,Maria Luisa Gorno‐Tempini,Female,ok
August,49,10.1002/alz.70655,Phuong Thuy Nguyen Ho,Female,Julia Neitzel,Female,ok
August,50,10.1002/alz.70638,Liv Tybjærg Nordestgaard,Female,Børge G. Nordestgaard,Male,ok
August,51,10.1002/alz.70728,Andrew Ouellette,Male,Catherine Kaczorowski,Female,ok
August,52,10.1002/alz.70713,Eleni Palpatzis,Female,Patrizia Vannini,Female,ok
August,53,10.1002/alz.70746,Guilherme Povala,Male,Tharick A. Pascoal,Unknown,ok
August,54,10.1002/alz.70698,Lyndsi Powell,Unknown,Brian S. Appleby,Male,ok
August,55,10.1002/alz.70703,Tiziana Raia,Female,Andrea Fuso,Female,ok
August,56,10.1002/alz.70727,Anika Rädke,Female,Wolfgang Hoffmann,Male,ok
August,57,10.1002/alz.70718,Si Won Ryoo,Androgynous,the ONDRI Investigators,Female,ok
August,58,10.1002/alz.70663,Kang Shen,Androgynous,Kenneth Hepburn,Male,ok
August,59,10.1002/alz.70678,Hui Shi,Androgynous,Kelsie M. Full,Female,ok
August,60,10.1002/alz.70786,Allison Snyder,Female,Justin Y. Kwan,Male,ok
August,61,10.1002/alz.70732,David N. Soleimani‐Meigooni,Male,Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
August,62,10.1002/alz.70695,Mahdie Soltaninejad,Unknown,GENFI Consortium,Unknown,ok
August,63,10.1002/alz.70739,Ajay Sood,Male,Zoe Arvanitakis,Female,ok
August,64,10.1002/alz.70758,Eyal Soreq,Male,David J. Sharp,Male,ok
August,65,10.1002/alz.70666,Patricia G. Synnott,Female,Pei‐Jung Lin,Unknown,ok
August,66,10.1002/alz.70715,Johanna Thunell,Female,Katherine E. M. Miller,Female,ok
August,67,10.1002/alz.70706,Han Tong,Androgynous,Zoe Arvanitakis,Female,ok
