month,row,doi,pdf,country,status
March,37,10.1002/alz.70242,Alzheimer s   Dementia - 2025 - Li - Relationships between neuropsychiatric symptoms  subtypes of astrocyte activities  and.pdf,United States,ok
March,38,10.1002/alz.70177,Alzheimer s   Dementia - 2025 - Lin - Regular use of opioids and dementia  cognitive measures  and neuroimaging outcomes.pdf,United States,ok
March,39,10.1002/alz.70182,Alzheimer s   Dementia - 2025 - Lin - Uncovering stage‐specific neural and molecular progression in Alzheimer s disease .pdf,China,ok
March,40,10.1002/alz.70193,Alzheimer s   Dementia - 2025 - Liu - The impact of cholinesterase inhibitors on cognitive trajectories in mild cognitive.pdf,China,ok
March,41,10.1002/alz.70170,Alzheimer s   Dementia - 2025 - Luan - Multimodal spatial gradients to explain regional susceptibility to fibrillar tau in.pdf,United States,ok
March,42,10.1002/alz.70180,Alzheimer s   Dementia - 2025 - Magagnoli - Association of nucleoside reverse transcriptase inhibitor use with reduced risk.pdf,United States,ok
March,43,10.1002/alz.70187,Alzheimer s   Dementia - 2025 - Magrath Guimet - Behavioral variant frontotemporal dementia  bvFTD   PET biomarker.pdf,United States,ok
March,44,10.1002/alz.70145,Alzheimer s   Dementia - 2025 - Maina - Somatic and Stem Cell Bank to study the contribution of African ancestry to.pdf,United States,ok
March,45,10.1002/alz.70217,Alzheimer s   Dementia - 2025 - Mammen - Examining the lived experience of dementia with Lewy bodies through qualitative.pdf,United States,ok
March,46,10.1002/alz.70164,Alzheimer s   Dementia - 2025 - Manescu - Aquaporin 4 modulation drives amyloid burden and cognitive abilities in an APPPS1.pdf,Belgium,ok
March,47,10.1002/alz.70129,Alzheimer s   Dementia - 2025 - Marchant - A multiperspective investigation of the underrepresentation of minoritized.pdf,United Kingdom,ok
March,48,10.1002/alz.70131,Alzheimer s   Dementia - 2025 - McKinley - Evidence‐based facilitator strategies for enhancing social engagement in groups.pdf,United States,ok
March,49,10.1002/alz.70141,Alzheimer s   Dementia - 2025 - McLachlan - The striatum is an early  accurate indicator of amyloid burden using  11C PiB.pdf,United States,ok
March,50,10.1002/alz.70206,Alzheimer s   Dementia - 2025 - Mei - Unraveling sex differences in Alzheimer s disease and related endophenotypes with.pdf,United States,ok
March,51,10.1002/alz.70214,Alzheimer s   Dementia - 2025 - Meza - Intergenerational upward educational mobility and cognitive performance  results.pdf,United States,ok
March,52,10.1002/alz.70175,Alzheimer s   Dementia - 2025 - Mmadumbu - Early detection of Alzheimer s disease using deep learning methods.pdf,United Kingdom,ok
March,53,10.1002/alz.70133,Alzheimer s   Dementia - 2025 - Molen - Changing definitions of disease  Transformations in the diagnostic criteria for.pdf,Netherlands,ok
March,54,10.1002/alz.70185,Alzheimer s   Dementia - 2025 - Mutel - Resilience in Alzheimer s disease  Impact of operationalization and methodological.pdf,Taiwan,ok
March,55,10.1002/alz.70155,Alzheimer s   Dementia - 2025 - Nishimoto - Distinct patterns of cognitive traits in extreme old age and Alzheimer s.pdf,United Kingdom,ok
March,56,10.1002/alz.70146,Alzheimer s   Dementia - 2025 - Oeckl - Early increase of the synaptic blood marker  ‐synuclein in asymptomatic autosomal.pdf,United States,ok
March,57,10.1002/alz.70223,Alzheimer s   Dementia - 2025 - Oyagbemi - Apigenin mitigates oxidative stress  neuroinflammation  and cognitive impairment.pdf,United States,ok
March,58,10.1002/alz.70128,Alzheimer s   Dementia - 2025 - Pan - Federated learning with multi‐cohort real‐world data for predicting the progression.pdf,United States,ok
March,59,10.1002/alz.70216,Alzheimer s   Dementia - 2025 - Papp - Baseline cognition and demographic  lifestyle  and cardiovascular risk factors in US.pdf,United States,ok
March,60,10.1002/alz.70156,Alzheimer s   Dementia - 2025 - Pike - Cognitive benefits of hearing intervention vary by risk of cognitive decline  A.pdf,United States,ok
March,61,10.1002/alz.70171,Alzheimer s   Dementia - 2025 - Pola - Exploring inflammation‐related protein expression and its relationship with TSPO PET.pdf,United States,ok
March,62,10.1002/alz.70166,Alzheimer s   Dementia - 2025 - Rea Reyes - Targeted proteomic biomarker profiling using NULISA in a cohort enriched with.pdf,United States,ok
March,63,10.1002/alz.70201,Alzheimer s   Dementia - 2025 - Rodda - Global multi‐specialty clinician perspectives on the implementation of Alzheimer s.pdf,United States,ok
March,64,10.1002/alz.70134,Alzheimer s   Dementia - 2025 - Russell - Brain cholinergic terminal density utilizing  18F ‐fluoroethoxybenzovesamicol PET.pdf,United States,ok
March,65,10.1002/alz.70179,Alzheimer s   Dementia - 2025 - Salardini - Elevated serum cortisol associated with early‐detected increase of brain.pdf,United States,ok
March,66,10.1002/alz.70191,Alzheimer s   Dementia - 2025 - Samuelsson - A comparative study of the EAT‐Lancet diet and the Mediterranean diet in.pdf,United States,ok
March,67,10.1002/alz.70241,Alzheimer s   Dementia - 2025 - Sauer - Development and validation of a novel Simoa assay for NPTX2 in Alzheimer s disease.pdf,United States,ok
March,68,10.1002/alz.70213,Alzheimer s   Dementia - 2025 - Sárkány - Association between the use of levodopa carbidopa  Alzheimer s disease biomarkers.pdf,Portugal,ok
March,69,10.1002/alz.70140,Alzheimer s   Dementia - 2025 - Schaar - Deciding on genetic testing for familial dementia  Perspectives of patients and.pdf,Netherlands,ok
March,70,10.1002/alz.70183,Alzheimer s   Dementia - 2025 - Settimi - Examining the association between sleep apnea and total hippocampal volumes in.pdf,Canada,ok
March,71,10.1002/alz.70118,Alzheimer s   Dementia - 2025 - Shadyab - Effects of exercise versus usual care on older adults with amnestic mild.pdf,United States,ok
March,72,10.1002/alz.70161,Alzheimer s   Dementia - 2025 - Tang - Glycated hemoglobin and body mass index as mediators of GLP‐1RAs and Alzheimer s.pdf,United States,ok
March,73,10.1002/alz.70142,Alzheimer s   Dementia - 2025 - Uchida - Quantification of perforant path fibers for early detection of Alzheimer s disease.pdf,United States,ok
March,74,10.1002/alz.70137,Alzheimer s   Dementia - 2025 - Valle‐Tamayo - Nerve growth factor precursor alterations in neuron‐derived extracellular.pdf,United States,ok
March,75,10.1002/alz.70196,Alzheimer s   Dementia - 2025 - Wang - Cognitive implications and associated transcriptomic signatures of distinct regional.pdf,China,ok
March,76,10.1002/alz.70136,Alzheimer s   Dementia - 2025 - Wu - Tauopathy after long‐term cervical lymphadenectomy.pdf,China,ok
March,77,10.1002/alz.70160,Alzheimer s   Dementia - 2025 - Young - Long sleep duration  cognitive performance  and the moderating role of depression .pdf,United States,ok
March,78,10.1002/alz.70159,Alzheimer s   Dementia - 2025 - Zaheed - Sleep trajectories across three cognitive‐aging pathways in community older adults.pdf,United States,ok
March,79,10.1002/alz.70135,Alzheimer s   Dementia - 2025 - Zhou - Blood‐based biomarkers for Alzheimer s disease in Down syndrome  A systematic review.pdf,United Kingdom,ok
March,80,10.1002/alz.70197,Alzheimer s   Dementia - 2025 - dos Reis - Kynurenine pathway metabolite alterations in Down syndrome and Alzheimer s.pdf,Taiwan,ok
April,2,10.1002/alz.70304,Alzheimer s   Dementia - 2025 - Abu Raya - Sex differences in amyloid PET in a large  real‐world sample from the Imaging.pdf,United States,ok
April,3,10.1002/alz.70276,Alzheimer s   Dementia - 2025 - Adegboye - LC‐MS MS proteomics identifies plasma proteins related to cognition over 9‐year.pdf,United States,ok
April,4,10.1002/alz.70266,Alzheimer s   Dementia - 2025 - Angrisani - Dementia caregiving in India  New evidence from a National representative.pdf,United States,ok
April,5,10.1002/alz.70282,Alzheimer s   Dementia - 2025 - Bi - NDDRF 2 0  An update and expansion of risk factor knowledge base for personalized.pdf,China,ok
April,6,10.1002/alz.70346,Alzheimer s   Dementia - 2025 - Brown - Tau burden is best captured by magnitude and extent  Tau‐MaX as a measure of global.pdf,United States,ok
April,7,10.1002/alz.70230,Alzheimer s   Dementia - 2025 - Chen - MRS demonstrates elevated brain glutathione in vascular mild cognitive impairment.pdf,United States,ok
April,8,10.1002/alz.70306,Alzheimer s   Dementia - 2025 - Chodosh - Program of intensive support in emergency departments for care partners of.pdf,United States,ok
April,9,10.1002/alz.70270,Alzheimer s   Dementia - 2025 - Chu - Brain tissue electrical conductivity as a promising biomarker for dementia assessment.pdf,United States,ok
April,10,10.1002/alz.70267,Alzheimer s   Dementia - 2025 - Chu - Lifespan exposures to rural urban conditions and later‐life cognitive function.pdf,United States,ok
April,11,10.1002/alz.70232,Alzheimer s   Dementia - 2025 - Clark - Feasibility of lifestyle interventions for cognition in adults with low education.pdf,United States,ok
April,12,10.1002/alz.70297,Alzheimer s   Dementia - 2025 - Clina - The association between cardiorespiratory fitness and resting‐state functional.pdf,United States,ok
April,13,10.1002/alz.70253,Alzheimer s   Dementia - 2025 - Cui - Beyond binary classification  Comparing three region‐based multi‐phase A  staging.pdf,China,ok
April,14,10.1002/alz.70321,Alzheimer s   Dementia - 2025 - DiFilippo - Examining the association between synaptic density and neurofibrillary tau.pdf,United States,ok
April,15,10.1002/alz.70268,Alzheimer s   Dementia - 2025 - Eggleston - Dementia care in a rapidly aging society.pdf,United States,ok
April,16,10.1002/alz.70288,Alzheimer s   Dementia - 2025 - Ennis - The performance of plasma p‐tau217 in Black middle‐aged and older adults.pdf,United States,ok
April,17,10.1002/alz.70225,Alzheimer s   Dementia - 2025 - Farina - Association of Alzheimer s disease concerns with amyloid burden and lifestyle.pdf,United States,ok
April,18,10.1002/alz.70284,Alzheimer s   Dementia - 2025 - Fernandes Gomes - Alzheimer s disease traits in Parkinson s disease without  ‐synuclein.pdf,United States,ok
April,19,10.1002/alz.70262,Alzheimer s   Dementia - 2025 - Fructuoso - Disease‐specific neuropathological alterations of the locus coeruleus in.pdf,United States,ok
April,20,10.1002/alz.70394,Alzheimer s   Dementia - 2025 - Germann - Biomarker changes associated with fornix deep brain stimulation in Alzheimer s.pdf,Canada,ok
April,21,10.1002/alz.70245,Alzheimer s   Dementia - 2025 - Ghisays - Impact of APOE4‐related dementia risk in underrepresented groups from the All of.pdf,,country_not_found
April,22,10.1002/alz.70400,Alzheimer s   Dementia - 2025 - Giménez - Impact of Alzheimer s disease on sleep in adults with Down syndrome.pdf,United States,ok
April,23,10.1002/alz.70301,Alzheimer s   Dementia - 2025 - González - Kidney function and cognitive aging and impairment among diverse Hispanic Latino.pdf,United States,ok
April,24,10.1002/alz.70285,Alzheimer s   Dementia - 2025 - Halloway - A multidomain trial for cognition in women with cardiovascular disease.pdf,United States,ok
April,25,10.1002/alz.70294,Alzheimer s   Dementia - 2025 - Handen - The Alzheimer s Biomarker Consortium Down Syndrome  ABC‐DS   A 10‐year report.pdf,United States,ok
April,26,10.1002/alz.70274,Alzheimer s   Dementia - 2025 - Hannaway - Neuroimaging and plasma biomarker differences and commonalities in Lewy body.pdf,United Kingdom,ok
April,27,10.1002/alz.70240,Alzheimer s   Dementia - 2025 - Horn - Study partner characteristics moderate the prediction of cognitive decline in aging.pdf,United States,ok
April,28,10.1002/alz.70314,Alzheimer s   Dementia - 2025 - Hu - Voluntary wheel running exercise improves sleep disorder  circadian rhythm disturbance.pdf,United States,ok
April,29,10.1002/alz.70318,Alzheimer s   Dementia - 2025 - Hüls - Epigenome‐wide association study of cerebrospinal fluid based biomarkers of.pdf,United States,ok
April,30,10.1002/alz.70238,Alzheimer s   Dementia - 2025 - Jury‐Garfe - Tau depletion diminishes vascular amyloid‐related deficits in a mouse model of.pdf,United States,ok
April,31,10.1002/alz.70252,Alzheimer s   Dementia - 2025 - Kashani - Retinal optical coherence tomography angiography imaging in population studies.pdf,United States,ok
April,32,10.1002/alz.70271,Alzheimer s   Dementia - 2025 - Kim - Association of health‐care and long‐term care resources for patients with dementia.pdf,"Korea, Republic of",ok
April,33,10.1002/alz.70315,Alzheimer s   Dementia - 2025 - Kjaergaard - Influence of ethnicity on the diagnostic accuracy of plasma p‐tau217 for the.pdf,Sweden,ok
April,34,10.1002/alz.70246,Alzheimer s   Dementia - 2025 - Lancaster - Perceptual discrimination of complex objects  Apolipoprotein E e4 gene‐dose.pdf,United Kingdom,ok
April,35,10.1002/alz.70244,Alzheimer s   Dementia - 2025 - Laurell - Hypothalamic volume  sleep  and APOE genotype in cognitively healthy adults.pdf,United Kingdom,ok
April,36,10.1002/alz.70311,Alzheimer s   Dementia - 2025 - Lee - Translation and cultural adaptation of tools to assess diverse Asian American and.pdf,United States,ok
April,37,10.1002/alz.70237,Alzheimer s   Dementia - 2025 - Leung - Alzheimer s Disease Sequencing Project release 4 whole genome sequencing dataset.pdf,United States,ok
April,38,10.1002/alz.70260,Alzheimer s   Dementia - 2025 - Li - Trajectory of cognitive decline before and after incident arrhythmias in older adults .pdf,United States,ok
April,39,10.1002/alz.70280,Alzheimer s   Dementia - 2025 - Liu - Sleep macro‐architecture  nocturnal hypoxemia  and Alzheimer s disease‐related MRI.pdf,United States,ok
April,40,10.1002/alz.70243,Alzheimer s   Dementia - 2025 - Liu - Ubiquitin proteasome system in the different stages of dominantly inherited Alzheimer.pdf,United States,ok
April,41,10.1002/alz.70283,Alzheimer s   Dementia - 2025 - Llibre‐Guerra - Advancing dementia preparedness in Low and Middle Income countries  A.pdf,United States,ok
April,42,10.1002/alz.70317,Alzheimer s   Dementia - 2025 - Locke - Longitudinal neuropsychological evaluation allows diagnosis of MCI with less severe.pdf,United States,ok
April,43,10.1002/alz.70347,Alzheimer s   Dementia - 2025 - McCullough - Regional effects of gantenerumab on neuroimaging biomarkers in the DIAN‐TU‐001.pdf,United States,ok
April,44,10.1002/alz.70249,Alzheimer s   Dementia - 2025 - Merlini - Multisystem failure  tipping points  and risk of Alzheimer s disease.pdf,United States,ok
April,45,10.1002/alz.70231,Alzheimer s   Dementia - 2025 - Messenger - PLCG2 modulates TREM2 expression and signaling in response to Alzheimer s.pdf,United States,ok
April,46,10.1002/alz.70228,Alzheimer s   Dementia - 2025 - Mitchell - Choroidal and retinal vascular changes in adults with Down syndrome  Insights.pdf,United States,ok
April,47,10.1002/alz.70286,Alzheimer s   Dementia - 2025 - Morgan - I m his brain   A qualitative study of care partners supporting the inner strength.pdf,United States,ok
April,48,10.1002/alz.70292,Alzheimer s   Dementia - 2025 - Navalpur Shanmugam - Acute experimental colitis in 5xFAD Alzheimer s disease mice leads to.pdf,United States,ok
April,49,10.1002/alz.70281,Alzheimer s   Dementia - 2025 - Ng - Daily interactions with care recipients and cardiovascular reactivity among dementia.pdf,United States,ok
April,50,10.1002/alz.70290,Alzheimer s   Dementia - 2025 - Oyinlola - Whispers of memory  How families navigate dementia support beyond the biomedical.pdf,Canada,ok
April,51,10.1002/alz.70229,Alzheimer s   Dementia - 2025 - Palmer - APOE4 carriers display loss of anticipatory cerebrovascular regulation across the.pdf,United States,ok
April,52,10.1002/alz.70316,Alzheimer s   Dementia - 2025 - Piura - Diagnostic performance of plasma p‐tau217 and A 42 40 biomarkers in the outpatient.pdf,United States,ok
April,53,10.1002/alz.70248,Alzheimer s   Dementia - 2025 - Popli - High rates of diagnostic discordance and co‐pathology  Insights into PSP from the.pdf,United States,ok
April,54,10.1002/alz.70263,Alzheimer s   Dementia - 2025 - Qin - Characterizing bidirectional transitions in mild cognitive impairment and.pdf,Taiwan,ok
April,55,10.1002/alz.70293,Alzheimer s   Dementia - 2025 - Salloway - TRAILBLAZER‐ALZ 4  A phase 3 trial comparing donanemab with aducanumab on.pdf,United States,ok
April,56,10.1002/alz.70257,Alzheimer s   Dementia - 2025 - Sawan - Co‐design of medication management guidance tools for people living with dementia.pdf,United States,ok
April,57,10.1002/alz.70296,Alzheimer s   Dementia - 2025 - Sánchez‐Moreno - Performance of computed tomography and magnetic resonance morphometry in.pdf,United Kingdom,ok
April,58,10.1002/alz.70247,Alzheimer s   Dementia - 2025 - Sharon - Slow wave synchrony during NREM sleep tracks cognitive impairment in prodromal.pdf,United States,ok
April,59,10.1002/alz.70435,Alzheimer s   Dementia - 2025 - Singleton - Longitudinal tau aggregation  atrophy  and cognitive decline in Alzheimer s.pdf,Netherlands,ok
April,60,10.1002/alz.70307,Alzheimer s   Dementia - 2025 - Soriano - Discrepancies in assessing intellectual disability levels in adults with Down.pdf,United States,ok
April,61,10.1002/alz.70227,Alzheimer s   Dementia - 2025 - Sund - Real‐world brain imaging in a population‐based cohort enables accurate markers for.pdf,United Kingdom,ok
April,62,10.1002/alz.70261,Alzheimer s   Dementia - 2025 - Tanaka - Plasma proteomic analysis of intermuscular fat links muscle integrity with.pdf,United States,ok
April,63,10.1002/alz.70313,Alzheimer s   Dementia - 2025 - Tang - Heterogeneous treatment effects of GLP‐1RAs and SGLT2is on risk of Alzheimer s.pdf,United States,ok
April,64,10.1002/alz.70305,Alzheimer s   Dementia - 2025 - Thanos - STING deletion protects against amyloid   induced Alzheimer s disease pathogenesis.pdf,United States,ok
April,65,10.1002/alz.70303,Alzheimer s   Dementia - 2025 - Tian - Physical and biopsychosocial frailty  cognitive phenotypes  and plasma biomarkers.pdf,China,ok
April,66,10.1002/alz.70310,Alzheimer s   Dementia - 2025 - Torso - Predicting progression from MCI to dementia using cortical disarray measurement.pdf,United Kingdom,ok
April,67,10.1002/alz.70265,Alzheimer s   Dementia - 2025 - Travers Altizer - Unmet needs and nursing home placements in Black  Latino  and White.pdf,United States,ok
April,68,10.1002/alz.70329,Alzheimer s   Dementia - 2025 - Vattathil - GWAS links APOE to neuropsychiatric symptoms in mild cognitive impairment and.pdf,United States,ok
April,69,10.1002/alz.70254,Alzheimer s   Dementia - 2025 - Ventura‐Antunes - Arteriolar degeneration and stiffness in cerebral amyloid angiopathy are.pdf,United States,ok
April,70,10.1002/alz.70277,Alzheimer s   Dementia - 2025 - Wang - Structural variation detection and association analysis of whole‐genome‐sequence.pdf,United States,ok
April,71,10.1002/alz.70239,Alzheimer s   Dementia - 2025 - Xu - Choroid plexus free‐water correlates with glymphatic function in Alzheimer s disease.pdf,United States,ok
April,72,10.1002/alz.70279,Alzheimer s   Dementia - 2025 - Zuelsdorff - Introducing social determinants of health to the Alzheimer s Disease Research.pdf,United States,ok
May,2,10.1002/alz.70408,Alzheimer s   Dementia - 2025 - Andrews - Age and sex are associated with Alzheimer s disease neuropathology in Down.pdf,United States,ok
May,3,10.1002/alz.70358,Alzheimer s   Dementia - 2025 - Aslam - Genome‐wide association analyses identify candidate loci for amyloid imaging and.pdf,United States,ok
May,4,10.1002/alz.70324,Alzheimer s   Dementia - 2025 - Barrio - Participant perspectives on online interventions for diverse caregivers of persons.pdf,United States,ok
May,5,10.1002/alz.70360,Alzheimer s   Dementia - 2025 - Beamon - Non‐amnestic initial symptoms may be less prevalent in African American than White.pdf,United States,ok
May,6,10.1002/alz.70342,Alzheimer s   Dementia - 2025 - Bernhardt - Alpha‐synuclein co‐pathology in Down syndrome‐associated Alzheimer s disease.pdf,United States,ok
May,7,10.1002/alz.70345,Alzheimer s   Dementia - 2025 - Bian - Evaluating dietary quality and dietary inflammatory potential in cognitive.pdf,China,ok
May,8,10.1002/alz.70367,Alzheimer s   Dementia - 2025 - Bouzigues - Structural and functional connectivity in tau mutation carriers  from.pdf,United Kingdom,ok
May,9,10.1002/alz.70377,Alzheimer s   Dementia - 2025 - Bradley - Novel early‐onset Alzheimer‐associated genes influence risk through dysregulation.pdf,United States,ok
May,10,10.1002/alz.70437,Alzheimer s   Dementia - 2025 - Breithaupt - Enhancing early detection of cognitive impairment in primary care with the.pdf,United States,ok
May,11,10.1002/alz.70416,Alzheimer s   Dementia - 2025 - Burns - Effects of the SGLT2 inhibitor dapagliflozin in early Alzheimer s disease  A.pdf,United States,ok
May,12,10.1002/alz.70379,Alzheimer s   Dementia - 2025 - Carrigan - A novel approach to resilience and its links with education and Alzheimer s.pdf,United Kingdom,ok
May,13,10.1002/alz.70326,Alzheimer s   Dementia - 2025 - Charisis - Assessing the Global Impact of Brain Small Vessel Disease on Cognition  The.pdf,United States,ok
May,14,10.1002/alz.70325,Alzheimer s   Dementia - 2025 - Cho - Social determinants of health and their impact on depression in family caregivers of.pdf,United States,ok
May,15,10.1002/alz.70334,Alzheimer s   Dementia - 2025 - Cohen - Detection of emergency department patients at risk of dementia through artificial.pdf,United States,ok
May,16,10.1002/alz.70419,Alzheimer s   Dementia - 2025 - Cordella - Bezafibrate treatment rescues neurodevelopmental and neurodegenerative defects.pdf,United States,ok
May,17,10.1002/alz.70469,Alzheimer s   Dementia - 2025 - Cousins - Comparison of plasma p‐tau217 A 42  p‐tau217  and A 42 A 40 biomarkers by race to.pdf,United States,ok
May,18,10.1002/alz.70343,Alzheimer s   Dementia - 2025 - Delaby - Clinical use and reporting of neurofilament quantification in neurological.pdf,United States,ok
May,19,10.1002/alz.70397,Alzheimer s   Dementia - 2025 - Dhana - Impact of kidney function on biomarkers of neurodegeneration  white matter.pdf,United States,ok
May,20,10.1002/alz.70398,Alzheimer s   Dementia - 2025 - Fan - Genome‐wide association of tau neuroimaging and plasma biomarkers in adults with Down.pdf,United States,ok
May,21,10.1002/alz.70387,Alzheimer s   Dementia - 2025 - Fleming - Longitudinal study of body mass index in relation to Alzheimer s disease.pdf,United States,ok
May,22,10.1002/alz.70428,Alzheimer s   Dementia - 2025 - Fletcher - Modeling the importance of life exposure factors on memory performance in.pdf,United States,ok
May,23,10.1002/alz.70424,Alzheimer s   Dementia - 2025 - Fu - Joint spatial associations of amyloid beta and tau pathology in Down syndrome and.pdf,United States,ok
May,24,10.1002/alz.70339,Alzheimer s   Dementia - 2025 - Gholampour - Cell‐specific protein expression in Alzheimer s disease prefrontal cortex.pdf,United States,ok
May,25,10.1002/alz.70361,Alzheimer s   Dementia - 2025 - Goodwin - Comparing clinical features of behavioral variant frontotemporal dementia and.pdf,United States,ok
May,26,10.1002/alz.70436,Alzheimer s   Dementia - 2025 - Gracner - The burden of cognitive impairment.pdf,United States,ok
May,27,10.1002/alz.70365,Alzheimer s   Dementia - 2025 - Groechel - Associations between mid‐life social relationships and the risk of incident.pdf,United States,ok
May,28,10.1002/alz.70352,Alzheimer s   Dementia - 2025 - Gu - Integrating visual assessments and quantification methods for tau PET staging.pdf,United Kingdom,ok
May,29,10.1002/alz.70327,Alzheimer s   Dementia - 2025 - Hayes - Racial ethnic variations in the cardiometabolic determinants and blood pressure of.pdf,United States,ok
May,30,10.1002/alz.70372,Alzheimer s   Dementia - 2025 - Hoffmann - Understanding participants  attitudes toward research in the CARE registry.pdf,United States,ok
May,31,10.1002/alz.70417,Alzheimer s   Dementia - 2025 - Kang - Gut microbiome compositional and functional features associate with Alzheimer s.pdf,United States,ok
May,32,10.1002/alz.70335,Alzheimer s   Dementia - 2025 - Kang - The dynamics of cognitive decline toward Alzheimer s disease progression  Results.pdf,United States,ok
May,33,10.1002/alz.70401,Alzheimer s   Dementia - 2025 - Kavanagh - Differences in the soluble and insoluble proteome between primary tauopathies.pdf,United States,ok
May,34,10.1002/alz.70390,Alzheimer s   Dementia - 2025 - Kemna - Mitochondrial DNA affects tau phosphorylation in aging and Alzheimer s disease.pdf,United States,ok
May,35,10.1002/alz.70371,Alzheimer s   Dementia - 2025 - Khan - Cognitive impairment and dementia in Latin American individuals with parkinsonism.pdf,United States,ok
May,36,10.1002/alz.70319,Alzheimer s   Dementia - 2025 - Kirsebom - Repeated plasma p‐tau217 measurements to monitor clinical progression.pdf,United States,ok
May,37,10.1002/alz.70395,Alzheimer s   Dementia - 2025 - Labuza - Frontal cortex pyramidal neuron expression profiles differentiate the prodromal.pdf,United States,ok
May,38,10.1002/alz.70320,Alzheimer s   Dementia - 2025 - Lane‐Donovan - Tau phosphorylation at Alzheimer s disease biomarker sites impairs its.pdf,United States,ok
May,39,10.1002/alz.70407,Alzheimer s   Dementia - 2025 - Leach - Gait variability as a marker of white matter integrity in individuals with Down.pdf,United States,ok
May,40,10.1002/alz.70380,Alzheimer s   Dementia - 2025 - Ledreux - Cargo of small extracellular vesicles from neuronal origin shows progression of.pdf,United States,ok
May,41,10.1002/alz.70362,Alzheimer s   Dementia - 2025 - Leming - Differential dementia detection from multimodal brain images in a real‐world.pdf,United States,ok
May,42,10.1002/alz.70373,Alzheimer s   Dementia - 2025 - Li - Association of environmental exposome and cognitive function among older adults with.pdf,United States,ok
May,43,10.1002/alz.70386,Alzheimer s   Dementia - 2025 - Lisgaras - High‐frequency oscillations  250 Hz in people with Down syndrome and associated.pdf,United States,ok
May,44,10.1002/alz.70438,Alzheimer s   Dementia - 2025 - Lopez - Educational attainment  electroencephalographic rhythms  cortical structure  and.pdf,United States,ok
May,45,10.1002/alz.70376,Alzheimer s   Dementia - 2025 - Luckett - Harmonizing genotype array data to understand genetic risk for brain amyloid.pdf,United Kingdom,ok
May,46,10.1002/alz.70421,Alzheimer s   Dementia - 2025 - Malotaux - Plasma p‐tau231 in the presenilin 1 E280A autosomal dominant Alzheimer s disease.pdf,United States,ok
May,47,10.1002/alz.70411,Alzheimer s   Dementia - 2025 - Marengoni - Multimorbidity patterns and blood biomarkers of Alzheimer s disease in.pdf,Sweden,ok
May,48,10.1002/alz.70357,Alzheimer s   Dementia - 2025 - McVea - PET‐measured amyloid beta accumulates at an accelerated rate in Down syndrome.pdf,United States,ok
May,49,10.1002/alz.70344,Alzheimer s   Dementia - 2025 - Mecca - Cerebrospinal fluid and brain positron emission tomography measures of synaptic.pdf,United States,ok
May,50,10.1002/alz.70364,Alzheimer s   Dementia - 2025 - Nolan - The association between poor sleep health and Alzheimer s disease structural.pdf,United States,ok
May,51,10.1002/alz.70396,Alzheimer s   Dementia - 2025 - Perez‐Corredor - ApoE3 Christchurch and tau interaction as a protective mechanism against.pdf,United States,ok
May,52,10.1002/alz.70384,Alzheimer s   Dementia - 2025 - Pillai - Associations between temporal lobe cortical NODDI measures and memory function in.pdf,United States,ok
May,53,10.1002/alz.70381,Alzheimer s   Dementia - 2025 - Raghavan - Plasma NfL and GFAP for predicting VCI and related brain changes in community.pdf,United States,ok
May,54,10.1002/alz.70418,Alzheimer s   Dementia - 2025 - Rahman‐Filipiak - Return of research results across the Alzheimer s Disease Research.pdf,United States,ok
May,55,10.1002/alz.70359,Alzheimer s   Dementia - 2025 - Reilly - Making outcome measures matter  Why should  what matters to people living with.pdf,United Kingdom,ok
May,56,10.1002/alz.70405,Alzheimer s   Dementia - 2025 - Rhodus - Creating harmony at home via environmental cueing  A feasibility trial of a.pdf,United States,ok
May,57,10.1002/alz.70341,Alzheimer s   Dementia - 2025 - Rosa‐Grilo - Ultra‐fast MRI for dementia diagnosis and treatment eligibility  A prospective.pdf,United Kingdom,ok
May,58,10.1002/alz.70413,Alzheimer s   Dementia - 2025 - Rosbergen - Subcortical gray matter volumes and 5‐year dementia risk in individuals with.pdf,United Kingdom,ok
May,59,10.1002/alz.70426,Alzheimer s   Dementia - 2025 - Rudolph - Evaluation of plasma p‐tau217 for detecting amyloid pathology in a heterogeneous.pdf,United States,ok
May,60,10.1002/alz.70382,Alzheimer s   Dementia - 2025 - Saini - White matter trajectories in Down syndrome and Alzheimer s disease  Insights from.pdf,,country_not_found
May,61,10.1002/alz.70409,Alzheimer s   Dementia - 2025 - Sehrawat - Pittsburgh plasma p‐tau217  Classification accuracies for autosomal dominant and.pdf,United States,ok
May,62,10.1002/alz.70374,Alzheimer s   Dementia - 2025 - Sekiya - Impact of hippocampal  ‐synuclein oligomers on cognitive trajectory in patients.pdf,United States,ok
May,63,10.1002/alz.70383,Alzheimer s   Dementia - 2025 - Sewell - Longitudinal associations between self‐reported exercise levels and cognition in.pdf,United States,ok
May,64,10.1002/alz.70412,Alzheimer s   Dementia - 2025 - Singh Solorzano - The psychological impact of the disclosure of the diagnosis of Alzheimer.pdf,Italy,ok
May,65,10.1002/alz.70368,Alzheimer s   Dementia - 2025 - Sitnikova - Increased activity of Piezo1 channel in red blood cells is associated with.pdf,Taiwan,ok
May,66,10.1002/alz.70353,Alzheimer s   Dementia - 2025 - Stankeviciute - Associations between objective sleep metrics and brain structure in.pdf,United Kingdom,ok
