doi,title,year,published_online,volume,issue,page,type,n_authors,first_author,last_author,url,abstract_available,access_status
10.1002/alz70856_098857,Staging and Pseudotime Inference of Alzheimer's Disease Progression,2025,2025-12-24,21,S2,,journal-article,9,Akira A Nair,Li Shen,https://doi.org/10.1002/alz70856_098857,yes,open/full
10.1002/alz70856_107078,"Examining comprehensive spatial and temporal amyloid deposition in brain and retina of hAbeta
                    <sup>SAA</sup>
                    knockin mice",2025,2026-01-08,21,S2,,journal-article,4,Alaina M Reagan,Gareth R Howell,https://doi.org/10.1002/alz70856_107078,yes,open/full
10.1002/alz70856_097820,Developing New Digital Markers for Mild Cognitive Impairment: A Large Language Model‐Based Approach,2025,2025-12-24,21,S2,,journal-article,5,Zexu Li,Jinying Chen,https://doi.org/10.1002/alz70856_097820,yes,open/full
10.1002/alz70856_106938,The Association Between Cognitive Status and Cerebral Blood Flow Differs Depending on Reference Region Selection,2025,2026-01-08,21,S2,,journal-article,9,Krish U Shah,Angela L. Jefferson,https://doi.org/10.1002/alz70856_106938,yes,open/full
10.1002/alz70856_106868,A Machine Learning‐Based MRI Marker Predicts Incident Hypertension and Mediates the Relationship Between Hypertension and Cognition,2025,2026-01-08,21,S2,,journal-article,9,Sindhuja Tirumalai Govindarajan,Christos Davatzikos,https://doi.org/10.1002/alz70856_106868,yes,open/full
10.1002/alz70856_105612,Impact of a single nucleotide polymorphism in the excitatory amino acid transporter 2 (EAAT2) on Alzheimer's disease progression,2025,2026-01-08,21,S2,,journal-article,8,Mariana Radaelli Schmaedek,Eduardo R. Zimmer,https://doi.org/10.1002/alz70856_105612,yes,open/full
10.1002/alz70856_105492,Association of blood‐based DNA methylation measures of biological aging with cognitive decline and hippocampal atrophy,2025,2026-01-09,21,S2,,journal-article,6,Ming Ann Sim,Christopher Chen,https://doi.org/10.1002/alz70856_105492,yes,open/full
10.1002/alz70856_105473,Can longitudinal measures of plasma biomarkers track disease progression in early Alzheimer´s Disease?,2025,2026-01-08,21,S2,,journal-article,9,Divya Bali,Oskar Hansson,https://doi.org/10.1002/alz70856_105473,yes,open/full
10.1002/alz70856_106305,"Sirtuin1, 3 and 6 in serum of Alzheimer's Disease patients: An approach to establish as non‐invasive biomarkers",2025,2026-01-09,21,S2,,journal-article,2,Abhinay Kumar Singh,Sharmistha Dey,https://doi.org/10.1002/alz70856_106305,yes,open/full
10.1002/alz70856_106240,"Acute effects of lactate infusion on metabolism, AD biomarkers, and cognition; the LEAN study",2025,2026-01-08,21,S2,,journal-article,10,Riley E Kemna,Jill K Morris,https://doi.org/10.1002/alz70856_106240,yes,open/full
10.1002/alz70856_100810,Evaluating Amyloid Pathology and Cognitive Outcomes in AD: Insights from CERAD and Thal Staging,2025,2025-12-25,21,S2,,journal-article,8,Alberto Fernando Oliveira Justo,Claudia Kimie Suemoto,https://doi.org/10.1002/alz70856_100810,yes,open/full
10.1002/alz70856_106394,Combination of focused ultrasound blood‐brain barrier opening with Lecanemab therapy in mild Alzheimer's disease,2025,2026-01-08,21,S2,,journal-article,10,Ali R Rezai,Marc W Haut,https://doi.org/10.1002/alz70856_106394,yes,open/full
10.1002/alz70856_106609,"Quantitation of PET spatial extent as a potential adjunct to visual interpretation of [
                    <sup>18</sup>
                    F]flortaucipir imaging",2025,2026-01-07,21,S2,,journal-article,16,Emma M. Coomans,Rik Ossenkoppele,https://doi.org/10.1002/alz70856_106609,yes,open/full
10.1002/alz70856_107274,WMH Growth/Regression Computation Method Can Serve as A Sensitive Neuroimaging Biomarker for CAA,2025,2026-01-09,21,S2,,journal-article,5,Michael Tyler Jessup,Gregory A Jicha,https://doi.org/10.1002/alz70856_107274,yes,open/full
10.1002/alz70856_106350,Challenges in the identification of underlying pathologies in dementias with predominant behavioral phenotype using laboratory biomarkers,2025,2026-01-08,21,S2,,journal-article,7,Kseniya V. Nevzorova,Sergey N. Illarioshkin,https://doi.org/10.1002/alz70856_106350,yes,open/full
10.1002/alz70856_106115,"Head‐to‐Head evaluation of plasma
                    <i>p</i>
                    ‐tau217 associations with MK6240, Flortaucipir, PI2620, and RO948 tau PET tracers",2025,2026-01-11,21,S2,,journal-article,25,Pamela C.L. Ferreira,Tharick A Pascoal,https://doi.org/10.1002/alz70856_106115,yes,open/full
10.1002/alz70856_105522,Alzheimer's disease plasma biomarkers in a global cohort: experience from the DAWN study,2025,2026-01-08,21,S2,,journal-article,47,Anthony J Griswold,Margaret Pericak‐Vance,https://doi.org/10.1002/alz70856_105522,yes,open/full
10.1002/alz70856_105336,Enlarged perivascular spaces and mild behavioral impairment: A cross‐sectional analysis in dementia‐free older adults,2025,2026-01-07,21,S2,,journal-article,6,Dinithi Mudalige,Zahinoor Ismail,https://doi.org/10.1002/alz70856_105336,yes,open/full
10.1002/alz.70980,Personalized prevention of neurodegenerative diseases: scoping review and evidence gap map,2025,2025-12-09,21,12,,journal-article,26,Cristina Barahona‐López,Beatriz Perez‐Gomez,https://doi.org/10.1002/alz.70980,yes,open/full
10.1002/alz70855_103424,Blood Pressure Dynamic Instability and Neurodegeneration in Older Adults,2025,2025-12-23,21,S1,,journal-article,13,Trevor Lohman,Daniel A. Nation,https://doi.org/10.1002/alz70855_103424,yes,open/full
10.1002/alz70857_098530,Linguistic clusters in scoring semantic verbal fluency task in patients with pre‐dementia cognitive decline,2025,2025-12-24,21,S3,,journal-article,4,Nikita Cherkasov,Svetlana Malyutina,https://doi.org/10.1002/alz70857_098530,yes,open/full
10.1002/alz70858_101169,EmpowermentPLUS: Dismantling Stigma for Families Affected by Younger‐Onset Dementia,2025,2025-12-25,21,S4,,journal-article,1,Diana Shulla Cose,Diana Shulla Cose,https://doi.org/10.1002/alz70858_101169,yes,open/full
10.1002/alz70862_110111,Longitudinal Sex Differences in Excitation–Inhibition Balance in Alzheimer’s Disease Risk: A Multimodal Neuroimaging Study,2025,2025-12-23,21,S8,,journal-article,8,Andrew P Burns,Alex Leow,https://doi.org/10.1002/alz70862_110111,yes,open/full
10.1002/alz70862_109897,Brain Age Gap Predicts Progression to Dementia in SCD and MCI,2025,2025-12-23,21,S8,,journal-article,10,Stefan de Vries,Bas Jasperse,https://doi.org/10.1002/alz70862_109897,yes,open/full
10.1002/alz70861_108702,Neurophysiological markers of cholinergic dysfunction in pre‐symptomatic autosomal dominant Alzheimer´s disease using Transcranial Magnetic Stimulation (TMS): research design and preliminary results,2025,2025-12-23,21,S7,,journal-article,2,Daniel A Jiménez,Jose Manuel Matamala,https://doi.org/10.1002/alz70861_108702,yes,open/full
10.1002/alz70862_109923,Clinical validation of Lumipulse G1200 automated immunoassays for Alzheimer's disease biomarkers in a Quebec cohort,2025,2025-12-23,21,S8,,journal-article,22,Tevy Chan,Pedro Rosa‐Neto,https://doi.org/10.1002/alz70862_109923,yes,open/full
10.1002/alz70862_110302,Visceral Adipose Tissue Shows Stronger Links to both Chronological and MRI Predicted Brain Age Compared to Subcutaneous Adipose Tissue,2025,2025-12-23,21,S8,,journal-article,14,Cyrus A. Raji,Sam Hashemi,https://doi.org/10.1002/alz70862_110302,yes,open/full
10.1002/alz70862_110076,Implementation of task‐based fMRI in TRAILBLAZER‐ALZ 6 Phase 3b study: Methodological considerations,2025,2025-12-23,21,S8,,journal-article,12,Chris Conklin,Emily C. Collins,https://doi.org/10.1002/alz70862_110076,yes,open/full
10.1002/alz70860_107449,Inequities in dementia diagnosis and care: insights from a universal health care system,2025,2025-12-23,21,S6,,journal-article,9,Claire Godard‐Sebillotte,Isabelle Vedel,https://doi.org/10.1002/alz70860_107449,yes,open/full
10.1002/alz70861_108995,White matter perivascular spaces are associated with lower phosphorylated tau and preserved cognitive function in Alzheimer’s Disease,2025,2025-12-23,21,S7,,journal-article,17,Celine H.L. Huang,Walter Swardfager,https://doi.org/10.1002/alz70861_108995,yes,open/full
10.1002/alz70860_100535,Sleep patterns in midlife and Alzheimer's disease biomarkers,2025,2025-12-23,21,S6,,journal-article,5,Clémence Cavaillès,Kristine Yaffe,https://doi.org/10.1002/alz70860_100535,yes,open/full
10.1002/alz70860_100774,"The Economic Burden of Subjective Cognitive Decline, Mild Cognitive Impairment and Alzheimer's Dementia: Excess Costs and Associated Clinical and Risk Factors",2025,2025-12-23,21,S6,,journal-article,27,Eva Glaeser,,https://doi.org/10.1002/alz70860_100774,yes,open/full
10.1002/alz70860_105577,Long‐term Engagement in a Digital Lifestyle Intervention to Reduce Dementia Risk in Older Adults,2025,2025-12-23,21,S6,,journal-article,7,Maria Bunyan,Ivan Koychev,https://doi.org/10.1002/alz70860_105577,yes,open/full
10.1002/alz70860_107583,Age and Gender Distribution of Alzheimer's Disease‐Related Deaths: A 2022 Epidemiological Study in Brazil – Who is at greatest risk?,2025,2025-12-23,21,S6,,journal-article,11,Ana Carolina Sgarioni Viapiana,Isabela Alicia Fink,https://doi.org/10.1002/alz70860_107583,yes,open/full
10.1002/alz70860_105510,Advancing Dementia Risk Prediction and Prevention in Africa Through Precision Health Approaches,2025,2025-12-23,21,S6,,journal-article,1,Chinedu T Udeh‐Momoh,Chinedu T Udeh‐Momoh,https://doi.org/10.1002/alz70860_105510,yes,open/full
10.1002/alz70860_101675,The role of hormonal and reproductive events on cognitive aging in a cohort of female civil servants: The Whitehall II Study,2025,2025-12-23,21,S6,,journal-article,5,Sima T Toopchiani,Shireen Sindi,https://doi.org/10.1002/alz70860_101675,yes,open/full
10.1002/alz70860_102747,Effect of the ApoE genotype on the efficacy of multidomain lifestyle interventions on cognitive change: a meta‐analysis of three randomized clinical trials,2025,2025-12-23,21,S6,,journal-article,10,Jenni Lehtisalo,Miia Kivipelto,https://doi.org/10.1002/alz70860_102747,yes,open/full
10.1002/alz70860_107176,Addressing Selection Bias When Estimating Associations Between Physical and Cognitive Functioning in Older Adult Women,2025,2025-12-23,21,S6,,journal-article,11,Lauren P. MacConnachie,Carrie A. Karvonen‐Gutierrez,https://doi.org/10.1002/alz70860_107176,yes,open/full
10.1002/alz70860_099807,Leveraging electronic health records to examine outcome disparities in people with Alzheimer's Disease,2025,2025-12-23,21,S6,,journal-article,13,Shruthi Venkatesh,Zongqi Xia,https://doi.org/10.1002/alz70860_099807,yes,open/full
10.1002/alz70860_099748,Cognitive Activity and Functional Brain Networks — A Randomized Controlled Trial,2025,2025-12-23,21,S6,,journal-article,6,Allen Ting‐chun Lee,Linda Chiu‐wa Lam,https://doi.org/10.1002/alz70860_099748,yes,open/full
10.1002/alz70861_108093,Operational Consideration and Best Practices for Implementation of an Early Alzheimer's Disease Patient Care Pathway,2025,2025-12-23,21,S7,,journal-article,9,Babak Tousi,Hideki Toyosaki,https://doi.org/10.1002/alz70861_108093,yes,open/full
10.1002/alz70861_108927,Social Isolation and Loneliness in Alzheimer’s Disease and Related Dementias: Rural and Urban Differences,2025,2025-12-23,21,S7,,journal-article,5,Ayse Malatyali,Lisa Ann Kirk Wiese,https://doi.org/10.1002/alz70861_108927,yes,open/full
10.1002/alz70861_108241,The Experience of Older Adults with Neurodegenrative Disease Risks with Virtual Multidisciplinary Lifestyle Interventions: A Qualitative Study,2025,2025-12-23,21,S7,,journal-article,2,Vineet Punia,Sara Taylor,https://doi.org/10.1002/alz70861_108241,yes,open/full
10.1002/alz70861_108479,Polygenic Risk Scores for modifiable risk factors show sex‐specific associations in Alzheimer’s Disease,2025,2025-12-23,21,S7,,journal-article,9,Rakshya U Sharma,,https://doi.org/10.1002/alz70861_108479,yes,open/full
10.1002/alz70861_108303,Spectris™ treatment is associated with significant time saved in the OVERTURE feasibility and open label extension (OLE) study,2025,2025-12-23,21,S7,,journal-article,6,Lily Lee,Suzanne B. Hendrix,https://doi.org/10.1002/alz70861_108303,yes,open/full
10.1002/alz70861_109005,"Pneumonia partly mediates the detrimental effect of
                    <i>APOE4</i>
                    on AD risk: New insights from Causal Mediation Analysis",2025,2025-12-23,21,S7,,journal-article,6,Svetlana Ukraintseva,Anatoliy Yashin,https://doi.org/10.1002/alz70861_109005,yes,open/full
10.1002/alz70861_108021,Quantifying Eye‐Tracking‐Based Behavioral Strategy Transitions Using Markov Models: A Novel Indicator of Cognitive Control Impairments in Mild Cognitive Impairment,2025,2025-12-23,21,S7,,journal-article,5,Kahye Kim,Jaeuk Kim,https://doi.org/10.1002/alz70861_108021,yes,open/full
10.1002/alz70861_108809,"Patient, Care Partner, and Health Care Professional Opinion of the Lecanemab Autoinjector for Subcutaneous Delivery in Early Alzheimer’s Disease Patients",2025,2025-12-23,21,S7,,journal-article,4,Katie Jamison,Daryl Jones,https://doi.org/10.1002/alz70861_108809,yes,open/full
10.1002/alz70861_108913,Safety and Efficacy of Concomitant Intensive Systolic Blood Pressure Control with Anti‐amyloid Monoclonal Antibodies in Reducing Amyloid Related Imaging Abnormalities,2025,2025-12-23,21,S7,,journal-article,1,Jeremy J. Pruzin,Jeremy J. Pruzin,https://doi.org/10.1002/alz70861_108913,yes,open/full
10.1002/alz70861_108053,Time for Dementia: innovation in healthcare student dementia education,2025,2025-12-23,21,S7,,journal-article,4,Stephanie Daley,Sube Banerjee,https://doi.org/10.1002/alz70861_108053,yes,open/full
10.1002/alz70861_108388,Gray to white matter signal ratio (GWR) as a novel MRI‐based biomarker of longitudinal cognitive decline in older adults with and without amyloid pathology,2025,2025-12-23,21,S7,,journal-article,4,Caitlin C Loxton,Yuta Katsumi,https://doi.org/10.1002/alz70861_108388,yes,open/full
10.1002/alz70861_108395,Establishing a Real‐World Data Platform for Dementia Care in Chile: The Red Memoria Viva Electronic Registry “REMEMVER” Initiative,2025,2025-12-23,21,S7,,journal-article,14,Natalia Pozo Castro,Andrea Slachevsky Chonchol,https://doi.org/10.1002/alz70861_108395,yes,open/full
10.1002/alz70861_108028,"Environmental Stressors, Depression, and Resilience in Aging: Implications for Cognitive Health",2025,2025-12-23,21,S7,,journal-article,3,Qingwei Wang,Yue Zhou,https://doi.org/10.1002/alz70861_108028,yes,open/full
10.1002/alz70861_108338,"Tau absence in
                    <i>App</i>
                    <sup>NL‐G‐F</sup>
                    mice alters amyloid aggregation and microgliosis without exacerbating memory loss",2025,2025-12-23,21,S7,,journal-article,6,Loukia Katsouri,John O'Keefe,https://doi.org/10.1002/alz70861_108338,yes,open/full
10.1002/alz70861_108583,Integrated Understanding of Interpersonal Neural Synchronization (INS) in Social Interaction: A Systematic Review of fNIRS‐based Hyperscanning Studies,2025,2025-12-23,21,S7,,journal-article,2,Seyeon IN,Ji‐Hyuk Park,https://doi.org/10.1002/alz70861_108583,yes,open/full
10.1002/alz70861_108561,Quantitative System Pharmacology Analysis of Oral Valiltramiprosate/ALZ‐801 Predicts Slowing of Alzheimer’s Disease Progression by Anti‐Amyloid Oligomer and APOE4 Structural Corrector Modes of Action,2025,2025-12-23,21,S7,,journal-article,8,Jean Schaefer,John A. Hey,https://doi.org/10.1002/alz70861_108561,yes,open/full
10.1002/alz70861_108579,"Thinner Cortex, Sharper Attention? Paradoxical Links Between Cortical Thinning and Attentional Capacity in Cognitive Aging",2025,2025-12-23,21,S7,,journal-article,2,Yi Jin Leow,Nagaendran Kandiah,https://doi.org/10.1002/alz70861_108579,yes,open/full
10.1002/alz70860_107018,"Association of trace elements Aluminum, Copper and Zinc in blood of Alzheimer's disease",2025,2025-12-23,21,S6,,journal-article,1,Masroor Anwar,Masroor Anwar,https://doi.org/10.1002/alz70860_107018,yes,open/full
10.1002/alz70861_108956,"Broken Sleep, Broken Memory? Neurocognitive Consequences of Sleep fragmentation in Older Black Americans",2025,2025-12-23,21,S7,,journal-article,5,Osswaah Fariduddin,Darlingtina Esiaka,https://doi.org/10.1002/alz70861_108956,yes,open/full
10.1002/alz70860_104349,Understanding the challenges faced by dementia researchers: Findings from a global survey on capacity building,2025,2025-12-23,21,S6,,journal-article,41,Florentina Morello Garcia,Luc¡a Crivelli,https://doi.org/10.1002/alz70860_104349,yes,open/full
10.1002/alz70860_102362,Improving Cognition in Older Adults in Community Housing (ICOACH),2025,2025-12-23,21,S6,,journal-article,4,Bernadette Mdawar,Angela C Golas,https://doi.org/10.1002/alz70860_102362,yes,open/full
10.1002/alz70860_102860,"Economic Evaluation of the Digital Application “Support, Monitoring and Reminder Technology for Mild Dementia” for People with Mild Cognitive Impairment and their Informal Caregivers",2025,2025-12-23,21,S6,,journal-article,15,Zartashia Ghani,Sanjib Saha,https://doi.org/10.1002/alz70860_102860,yes,open/full
10.1002/alz70860_105440,Genetic risk for Alzheimer's disease is associated with dementia in patients with bipolar disorder,2025,2025-12-23,21,S6,,journal-article,4,Jenna Najar,Mikael Landén,https://doi.org/10.1002/alz70860_105440,yes,open/full
10.1002/alz70860_104110,Polygenic Risk Scores and Age at Onset in Late‐Onset Alzheimer's Disease: Insights from a Multi‐Ancestry Cohort,2025,2025-12-23,21,S6,,journal-article,2,Jovana Jovanovska,Corinne D. Engelman,https://doi.org/10.1002/alz70860_104110,yes,open/full
10.1002/alz70860_098466,"Fast‐tracking dementia research: the comparison between Join Dementia Research, StepUp for Dementia Research and TrialMatch",2025,2025-12-23,21,S6,,journal-article,7,Yun‐Hee Jeon,Martin N Rossor,https://doi.org/10.1002/alz70860_098466,yes,open/full
10.1002/alz70860_105887,Estimating the prevalence of dementia and mild cognitive impairment in Northern Ireland,2025,2025-12-23,21,S6,,journal-article,8,Nicola A Ward,Bernadette McGuinness,https://doi.org/10.1002/alz70860_105887,yes,open/full
10.1002/alz70860_100212,Association Between Cognitive Impairment and Mortality Risk in the elderly: A Longitudinal Study and Meta‐Analysis of four Latin American Cohorts,2025,2025-12-23,21,S6,,journal-article,10,Paulina Orellana,Carolina Ochoa‐Rosales,https://doi.org/10.1002/alz70860_100212,yes,open/full
10.1002/alz70860_106311,Differential Associations of Regional White Matter Hyperintensities with Hippocampal Atrophy,2025,2025-12-23,21,S6,,journal-article,4,Hitesh Pradhan,,https://doi.org/10.1002/alz70860_106311,yes,open/full
10.1002/alz70860_098562,"Ponderal index at birth and late life DNA methylation signature and its influence in cognition function: insights from the Age, Gene/Environment Susceptibility–Reykjavik Study",2025,2025-12-23,21,S6,,journal-article,6,Nigus G. Asefa,Lenore J J. Launer,https://doi.org/10.1002/alz70860_098562,yes,open/full
10.1002/alz70860_099322,Association between snoring and cognitive impairment in community‐dwelling older adults in Taiwan,2025,2025-12-23,21,S6,,journal-article,4,Rui‐Qi Shi,Jen‐Hau Chen,https://doi.org/10.1002/alz70860_099322,yes,open/full
10.1002/alz70860_101920,The buffering effect of structural support and life satisfaction on cognition is independent of adverse events at older ages: Findings from the ELSI‐Brazil study,2025,2025-12-23,21,S6,,journal-article,7,Ari Alex Ramos,Cleusa P Ferri,https://doi.org/10.1002/alz70860_101920,yes,open/full
10.1002/alz70860_107653,The Validity of Computerized Montreal Cognitive Assessment among Aging People Living with HIV,2025,2025-12-23,21,S6,,journal-article,9,Akarin Hiransuthikul,Anchale Avihingsanon,https://doi.org/10.1002/alz70860_107653,yes,open/full
10.1002/alz70860_098341,Relationship between carotid atherosclerosis and cognitive impairment:A cross‐sectional study based on a population aged 40 years and older at high risk of stroke in a rural area of Xi'an,2025,2025-12-23,21,S6,,journal-article,9,Chen Chen,Qiumin Qu,https://doi.org/10.1002/alz70860_098341,yes,open/full
10.1002/alz70860_097725,Understanding Scottish Dentists’ Attitudes and Knowledge Toward Dementia,2025,2025-12-23,21,S6,,journal-article,3,Freddie O'Donald,Abigail Heffernan,https://doi.org/10.1002/alz70860_097725,yes,open/full
10.1002/alz70860_100054,The Uganda Aging Cohort Study: Current Lessons and Future Opportunities,2025,2025-12-23,21,S6,,journal-article,12,Stephen Asiimwe,Mark J Siedner,https://doi.org/10.1002/alz70860_100054,yes,open/full
10.1002/alz70860_101764,"Plasma homocysteine levels are associated with cognitive impairment: a population‐based cross‐sectional study in a rural area of Xi’an, China",2025,2025-12-23,21,S6,,journal-article,9,Yi Zhao,Yan Qu,https://doi.org/10.1002/alz70860_101764,yes,open/full
10.1002/alz70860_103165,Cognitive Functioning in Healthy Females with Different Levels of Cognitive Reserve,2025,2025-12-23,21,S6,,journal-article,11,Una Lazic,Tanja Stojkovic,https://doi.org/10.1002/alz70860_103165,yes,open/full
10.1002/alz70860_107768,Exploring Associations Between Heart Disease and Its Risk Factors and Alzheimer's Disease and Related Dementia In American Samoans,2025,2025-12-23,21,S6,,journal-article,2,Toaiva Hall,Vaatausili Tofaeono,https://doi.org/10.1002/alz70860_107768,yes,open/full
10.1002/alz70860_107636,Analysis of Alzheimer's disease mortality in Brazil between 2020 and 2023 by age group and gender,2025,2025-12-23,21,S6,,journal-article,11,Vitor Ritt Xavier,Laura Carolina Nardi Motta,https://doi.org/10.1002/alz70860_107636,yes,open/full
10.1002/alz70860_107296,Racial Differences in Midlife Cognitive Function: Implications for AD/ADRD Risk,2025,2025-12-23,21,S6,,journal-article,5,Kumar B Rajan,Denis A Evans,https://doi.org/10.1002/alz70860_107296,yes,open/full
10.1002/alz70860_098087,Alzheimer's disease and related dementias among transfeminine adults: A cohort study,2025,2025-12-23,21,S6,,journal-article,8,Ethan C. Cicero,Michael Goodman,https://doi.org/10.1002/alz70860_098087,yes,open/full
10.1002/alz70855_100356,Hyperexcitable Circuits in the Etiology of Psychosis in Alzheimer's Disease,2025,2025-12-23,21,S1,,journal-article,1,Matheus B Victor,Matheus B Victor,https://doi.org/10.1002/alz70855_100356,yes,open/full
10.1002/alz70855_097132,Nanocurcumin Ameliorates Scopolamine‐Induced Memory Impairment by Modulating Hippocampal Akt and GSK‐3β Signaling in Mice,2025,2025-12-23,21,S1,,journal-article,3,Samaneh Reiszadeh Jahromi,Maryam Moosavi,https://doi.org/10.1002/alz70855_097132,yes,open/full
10.1002/alz70855_101496,Basal forebrain cholinergic system mediates the impact of serum bile acid profiles on cognitive impairment in Alzheimer's disease,2025,2025-12-23,21,S1,,journal-article,2,Tianyi Zhang,Guoping Peng,https://doi.org/10.1002/alz70855_101496,yes,open/full
10.1002/alz70855_099546,Association between Pseudoexfoliation and Alzheimer's disease‐related brain atrophy,2025,2025-12-23,21,S1,,journal-article,3,Jeong Ho Han,Eun Joo Choi,https://doi.org/10.1002/alz70855_099546,yes,open/full
10.1002/alz70855_104917,"Common genetic variants in
                    <i>HIVEP3</i>
                    are associated with cognitive SuperAging in the Amish",2025,2025-12-24,21,S1,,journal-article,25,Daniel A. Dorfsman,Margaret Pericak‐Vance,https://doi.org/10.1002/alz70855_104917,yes,open/full
10.1002/alz70855_105077,Unraveling High‐Risk Cell‐Cell Interactions in Alzheimer's Disease Using an Integrative Single Cell Analysis,2025,2025-12-24,21,S1,,journal-article,4,Jiahui Liu,Travis S Johnson,https://doi.org/10.1002/alz70855_105077,yes,open/full
10.1002/alz70855_096030,Multi‐omics studies reveal convergent and divergent pathways in Alzheimer's and related disorders,2025,2025-12-23,21,S1,,journal-article,7,Mariet Allen,Nilüfer Ertekin‐Taner,https://doi.org/10.1002/alz70855_096030,yes,open/full
10.1002/alz70855_098886,The whereabouts of presenilins: from location to mechanisms,2025,2025-12-23,21,S1,,journal-article,1,Wim Annaert,Wim Annaert,https://doi.org/10.1002/alz70855_098886,yes,open/full
10.1002/alz70855_106589,The DAWN Alzheimer's Research Study: A multi‐site collaboration with enriched AD phenotype clinical data for the Alzheimer's Disease Sequencing Project‐ADSP,2025,2025-12-24,21,S1,,journal-article,17,Pedro R Mena,Margaret Pericak‐Vance,https://doi.org/10.1002/alz70855_106589,yes,open/full
10.1002/alz70855_106314,Analyze the binding of amyloid beta 1‐42 to specific regions of the TREM2 gene,2025,2025-12-24,21,S1,,journal-article,5,Seçil Dülger,Duygu Gezen‐Ak,https://doi.org/10.1002/alz70855_106314,yes,open/full
10.1002/alz70855_102800,Assessing peripheral inflammation at single‐cell resolution in DS people at different stages of AD,2025,2025-12-23,21,S1,,journal-article,12,Natalia Valle‐Tamayo,Oriol Dols‐Icardo,https://doi.org/10.1002/alz70855_102800,yes,open/full
10.1002/alz70855_105655,Unraveling the Heterogeneity of Dementia Progression in Alzheimer's Disease and the Impact of Lewy Body Co‐Pathology,2025,2025-12-24,21,S1,,journal-article,2,Mohammed Waseequr Rahman,Sivaprakasam Saroja,https://doi.org/10.1002/alz70855_105655,yes,open/full
10.1002/alz70855_099906,Evaluating neurotoxicity and AD‐related molecular phenotypes to anticholinergic medications in hiPSC‐derived neurons from the ACT cohort,2025,2025-12-23,21,S1,,journal-article,6,Inez K.A. Pranoto,Jessica E. Young,https://doi.org/10.1002/alz70855_099906,yes,open/full
10.1002/alz70855_097839,"<i>APOE</i>
                    Alleles Modify Symptom Onset in Early‐Onset Alzheimer's Caused by the
                    <i>PSEN1</i>
                    A431E Mutation",2025,2025-12-23,21,S1,,journal-article,5,César A Valdez‐Gaxiola,Luis E Figuera,https://doi.org/10.1002/alz70855_097839,yes,open/full
10.1002/alz70855_101658,No causal link between estradiol and Alzheimer's disease in females: a Mendelian randomization study,2025,2025-12-23,21,S1,,journal-article,1,Claudia Barth,Claudia Barth,https://doi.org/10.1002/alz70855_101658,yes,open/full
10.1002/alz70855_102844,"Exploring the potential neuroprotective properties of fungi living in extreme environments in a cell model of Alzheimer's disease: effects of Antarctic fungi extracts on cell viability and of Fomannoxin, a molecule produced by an Andean‐Patagonian fungus, on the viability and mitochondrial network of primary hippocampal neurons",2025,2025-12-23,21,S1,,journal-article,5,Matías Ignacio Lantadilla Brito,Jaime Cabrera‐Pardo,https://doi.org/10.1002/alz70855_102844,yes,open/full
10.1002/alz70855_100152,Plasma Proteomics of Cognitive Resilience to ADRD: The ARIC Study,2025,2025-12-23,21,S1,,journal-article,16,Alvin G. Thomas,Kari E. North,https://doi.org/10.1002/alz70855_100152,yes,open/full
10.1002/alz70855_102560,Sex‐stratified GWAS meta‐analyses reveal novel sex‐specific association with CSF biomarkers of Alzheimer's Disease,2025,2025-12-23,21,S1,,journal-article,45,Ting‐Chen Wang,Logan Dumitrescu,https://doi.org/10.1002/alz70855_102560,yes,open/full
10.1002/alz70855_101377,Fibroblasts from Niemann Pick type C patients are more prone to autophagy induction than fibroblasts from healthy individuals under starvation conditions and Chloroquine treatment,2025,2025-12-23,21,S1,,journal-article,4,Luis‐Jesus Miliar‐Martinez,Maria‐del‐Carmen Cardenas‐Aguayo,https://doi.org/10.1002/alz70855_101377,yes,open/full
10.1002/alz70855_099640,Whole‐genome variant analysis of Alzheimer's disease biomarker traits,2025,2025-12-23,21,S1,,journal-article,8,Xuewen Xiao,Lu Shen,https://doi.org/10.1002/alz70855_099640,yes,open/full
10.1002/alz70860_102064,Assessing the Gaps and Needs of Healthcare Professionals Caring for Persons Living with Behavioral and Psychological Symptoms of Dementia,2025,2025-12-23,21,S6,,journal-article,8,Sylvia Peng,Art Walaszek,https://doi.org/10.1002/alz70860_102064,yes,open/full
10.1002/alz70856_098096,Cerebrovascular Reactivity in Older Adults with Enlarged Perivascular Spaces and White Matter Hyperintensities,2025,2025-12-24,21,S2,,journal-article,11,Arunima Kapoor,Daniel A. Nation,https://doi.org/10.1002/alz70856_098096,yes,open/full
10.1002/alz70856_097435,Cortical Myelin Density Patterns Across the Alzheimer's Disease Spectrum,2025,2025-12-24,21,S2,,journal-article,5,Vincent Koppelmans,Kevin Duff,https://doi.org/10.1002/alz70856_097435,yes,open/full
10.1002/alz70856_098830,CSF and plasma proteomic insights into the pathophysiology of cerebral small vessel disease and cerebrovascular event risk prediction,2025,2025-12-24,21,S2,,journal-article,15,Ines Hristovska,Oskar Hansson,https://doi.org/10.1002/alz70856_098830,yes,open/full
10.1002/alz70856_100992,Cholinergic Dysregulation in Alzheimer's Disease: A Meta‐Analysis of Enzymatic Activity and Regional Alterations in Brain and Cerebrospinal Fluid,2025,2025-12-24,21,S2,,journal-article,12,Muneeb Ahmad Muneer,,https://doi.org/10.1002/alz70856_100992,yes,open/full
